"First Name","Nama awal"
"Full Download / SVN Installation","Dowload penuh /instalasi SVN"
"Get ready to experience Open-Source eCommerce Evolved.","Bersiaplah untuk pengalaman Open-Source eCommerce Evolved."
"Go to Backend","ke Backend"
"Go to Frontend","Ke Frontend"
"Having trouble installing Magento?","Memiliki kesulitan menginstal Magento?"
"Help Us to Keep Magento Healthy","Membantu kita untuk menjaga Magento yang sehat"
"Host","Host"
"I agree to the above terms and conditions.","Saya setuju dengan syarat dan kondisi diatas."
"If you are a developer and would like to have the latest public updates, choose this option.","Jika Anda seorang pengembang dan ingin memiliki pembaruan umum terbaru, pilih opsi ini."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Jika Anda menjalankan PHP sebagai CGI,proses PHP Anda di bawah pengguna yang sama sebagai pengguna yang digunakan saat meng-unggah file Magento."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Jika Anda menjalankan wizard instal melalui instalasi Magento yang sebelumnya diunduh dan diinstal, lanjutkan dengan metode ini."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Jika Anda tidak ingin atau tidak dapat memiliki folder Magento ditulisi untuk proses web, Anda bisa menggunakan PEAR dieksekusi terletak di root dari instalasi Magento."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Jika Anda telah mengunduh paket lengkap atau dipasang Magento melalui SVN, Anda harus melewatkan pemasangan paket dan validasi dengan mengklik tombol di bawah ini."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Jika Anda ingin mengelola paket Magento melalui antarmuka web admin, Anda akan perlu memiliki izin ditulisi web diterapkan untuk semua folder dan file Magento."
"If your server is running on MS Windows, most probably you will not need to change anything.","Jika server Anda berjalan pada MS Windows, kemungkinan besar Anda tidak akan perlu mengubah apa pun."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","Dalam kasus lain Anda akan perlu untuk membuat file Magento dapat di tulisi untuk pengguna bahwa proses web server yang berjalan di bawah."
"Installation","Instalasi"
"Installation Guide","Panduan instalasi"
"Last Name","Nama belakang"
"License Agreement","Persetujuan Lisensi"
"Locale","Lokal"
"Locale settings","Pengaturan Lokal"
"Localization","Pelokalan"
"Login Information","Informasi Masuk"
"Magento","Magento"
"Magento Connect Manager Deployment","Magento menghubungkan penerapan manajer"
"Magento Installation Wizard","Panduan instalasi Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento adalah merek dagang dari Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento menggunakan kunci ini untuk mengenkripsi kata sandi, kartu kredit dan lainya. Jika field ini di biarkan kosong  sistem akun membuat kunci enkripsi untuk anda dan akan menampilkannya pada halaman berikutnya."
"Manual Downloads and Upgrades","Unduhan manual dan perbaruan"
"No resource for %s DB model.","Tidak ada sumber untuk %s DB model."
"One of PHP Extensions ""%s"" must be loaded.","satu dari ekstensi PHP ""%s"" harus dimuat."
"PHP Extension '%s' loaded","Ekstensi PHP '%s' dimuat"
"PHP extension ""%s"" must be loaded.","Ekstensi PHP""%s"" harus dimuat."
"Package Management through the Web","Manajemen Paket melalui Web"
"Password","Kata sandi"
"Password Confirmation","Konfirmasi Kata sandi"
"Path ""%s"" must be writable.","Path ""%s"" harus dapat ditulis."
"Personal Information","Informasi personal"
"Please correct the user data and try again.","Harap perbaiki data pengguna dan coba lagi."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Silakan pastikan bahwa <code>mod_rewrite</code> diaktifkan dalam konfigurasi Apache."
"Please note that it is much less stable than beta.","Harap dicatat bahwa ini jauh lebih stabil daripada versi beta."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Harap dicatat bahwa hanya UNIX, Linux dan Mac OS X shell saat ini telah didukung. Untuk Windows gunakan opsi '%s'."
"Please set all required settings before clicking Continue","Silahkan mengeset semua pengaturan yang diperlukan sebelum mengklik Lanjutkan"
"Preferred stability: %s","Pilihan stabilitas: %s"
"Proceed With Automatic Download (%s)","Proses dengan unduh otomatis (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Menyediakan basis URL yang lengkap untuk koneksi SSL. Sebagai contoh: %s"
"Report All Bugs","Laporkan semua Bug"
"Required Fields","field yang diperlukan"
"Response from server isn\'t valid.","Respon dari server valid\tidak valid"
"Run admin interface with SSL","Jalankan admin antarmuka dengan SSL"
"Run this in your shell from Magento root folder:","Jalankan ini pada shell anda dari folder akar Magento:"
"Save Session Data In","Simpan data Sesi Di"
"Save Session Files In","Save Session Files In"
"Secure Base URL","Basis keamanan URL"
"Session Storage Options","Sesi Opsi penyimpanan"
"Setting preferred state to: %s","Pengaturan kondisi lebih memilih: %s"
"Skip Base URL Validation Before the Next Step","lewati Validasi Base URL Sebelum langkah berikutnya"
"Skip Secure URL validation before next step","Lewati validasi keamanan URL  sebelum langkah berikutnya"
"Tables Prefix","Tabel Prefix"
"The URL ""%s"" is invalid.","URL ""%s"" tidak valid."
"The URL ""%s"" is not accessible.","URL ""%s"" tidak dapat diakses."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Terjadi masalah saat instalasi paket Magento. Silahkan baca log, memperbaiki kesalahan dan coba lagi."
"Time Zone","Zona waktu"
"Use Secure URLs (SSL)","Gunakan keamanan URLs (SSL)"
"Use Web Server (Apache) Rewrites","Gunakan server web (Apache) Rewrite"
"User Name","Nama pengguna"
"User Password","Gunakan kata sandi"
"Username","Nama pengguna"
"Validation","Validasi"
"Web access options","Pilihan akses web"
"Welcome","Selamat Datang"
"Welcome to Magento's Installation Wizard","Selamat datang pada Panduan instalasi Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Anda dapat menentukan port server, con.: localhost:3307<br />,Jika Anda tidak menggunakan standar socket UNIX, Anda dapat menentukan disini bukan dari host con.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Anda bisa mengaktifkan opsi ini untuk menggunakan server web ulang fungsi untuk meningkatkan optimasi mesin pencari."
"You're All Set","Anda Atur Semua"
"You're All Set!","Anda Atur Semua!"
