"Amount: %s.","jumlah: %s."
"An error occurred while assigning order status. Status has not been assigned.","Error terjadi ketika menetapkan status pesanan. Status belum ditetapkan."
"An error occurred while creating shipping label.","Error terjadi ketika membuat label pengiriman."
"An error occurred while saving order status. The status has not been added.","error terjadi ketika menyimpan status pesanan. Status belum ditambahkan."
"An error occurred while unassigning order status.","error terjadi ketika menghentikan status pesanan."
"An error occurred while updating the order address. The address has not been changed.","error terjadi ketika memperbarui alamat pesanan. Alamat belum dirubah."
"An item option with code %s already exists.","Opsi barang dengan kode %s telah ada."
"Anchor Custom Title","Judul Kustom Anchor"
"Append Comments","Membubuhkan komentar"
"Apply","Menerapkan"
"Apply Coupon Code","Menerapkan kode kupon"
"Approved the payment online.","Menyetujui pembayaran online."
"Are you sure you want to accept this payment?","Apakah Anda yakin ingin menerima pembayaran ini?"
"Are you sure you want to cancel this order?","Apakah Anda yakin ingin membatalkan pesanan ini?"
"Are you sure you want to deny this payment?","Apakah Anda yakin ingin menolak pembayaran ini?"
"Are you sure you want to do this?","Apakah Anda yakin ingin melakukan hal ini?"
"Are you sure you want to send Creditmemo email to customer?","Apakah Anda yakin ingin mengirim email memo kredit ke Pelanggan?"
"Are you sure you want to send Invoice email to customer?","Apakah Anda yakin ingin mengirim email faktur ke Pelanggan"
"Are you sure you want to send Shipment email to customer?","Apakah anda yakin ingin mengirim email barang kiriman kepada Pelanggan?"
"Are you sure you want to send order email to customer?","Apakah anda yakin ingin mengirim email pesanan ke pelanggan?"
"Are you sure you want to void the payment?","Apakah Anda yakin ingin membatalkan pembayaran?"
"Are you sure?","Apakah Anda yakin?"
"Are you sure? This order will be canceled and a new one will be created instead","Apakah Anda yakin?Perintah ini akan dibatalkan dan alih-alih yang baru akan dibuat"
"Assign Order Status to State","Tetapkan Status Pesanan Lembaran"
"Assign Status to State","Tetapkan Status Lembaran"
"Assignment Information","Informasi tugas"
"At least a payment ID must be set.","Setidaknya ID pembayaran harus ditetapkan."
"Authorization","Otorisasi"
"Authorized amount of %s.","otorisasi jumlah dari %s."
"Authorizing amount of %s is pending approval on gateway.","otorisasi jumlah dari %s ini sedang dalam proses persetujuan pada gateway ""."
"Back","kembali"
"Back to Billing Agreements","Kembali pada persetujuan tagihan"
"Back to My Orders","Kembali pada pesanan saya"
"Back to Recurring Profiles","Kembali ke Profil Rutin "
"Backordered","Pesanan Cadangan"
"Bestsellers","Terlaris"
"Bill to Name","Bill nama"
"Billing","Tagihan"
"Billing Address","Alamat Tagihan"
"Billing Agreement","Persetujuan Tagihan"
"Billing Agreement # %s","Persetujuan Tagihan # %s"
"Billing Agreement #%s","Persetujuan Tagihan#%s"
"Billing Agreement View","Tampilan Persetujuan Tagihan"
"Billing Agreements","Persetujuan Tagihan"
"Billing Last Name","Billing Last Name"
"Billing ZIP Code","Billing ZIP Code"
"Buy %s for price %s","Beli %s untuk harga %s"
"CSV","CSV"
"Cancel","Batal"
"Cancel invoice","Faktur batal"
"Cancel order","Pesanan Batal"
"Canceled","Dibatalkan"
"Canceled order offline.","Pembatalan Order offline."
"Canceled order online.","Pembatalan Order online."
"Cannot add order history.","Riwayat order tidak bisa ditambah."
"Cannot create an empty shipment.","Tidak dapat membuat pesanan kosong."
"Cannot determine the field name.","tidak dapat menentukan nama field."
"Cannot do invoice for order.","Tidak dapat membuat invoice untuk order."
"Cannot do shipment for order.","Tidak dapat melakukan pengiriman untuk order."
"Cannot get order instance","Tidak bisa mendapatkan contoh"
"Cannot get the order instance.","Tidak bisa mendapatkan contoh order."
"Cannot register an existing credit memo.","Tidak dapat mendaftar sebuah memo kredit yang ada."
"Cannot register existing invoice","Tidak dapat mendaftar invoice yang sudah ada"
"Cannot register existing shipment","Tidak dapat mendaftar pengiriman yang sudah ada"
"Capture","Mengambil"
"Capture Amount","Nilai yang Diambil"
"Capture Offline","Pengambilan Offline"
"Capture Online","Mengambil Online"
"Capture invoice","Faktur tangkapan"
"Captured amount of %s online.","Jumlah yang diambil %s online."
"Capturing amount of %s is pending approval on gateway.","Mengambil jumlah dari %s menunggu persetujuan pada gateway."
"Carrier","Pembawa"
"Carrier/Method","Pembawa/Metode"
"Change status, add comments","Ubah Status, Tambahkan komentar"
"Changing address information will not recalculate shipping, tax or other order amount.","Merubah informasi alamat tidak akan menghitung ulang pengiriman, pajak atau jumlah pesanan lain."
"Checkout Totals Sort Order"," Checkout Total urutan pesanan"
"City","Kota"
"Click to change shipping method","Klik untuk merubah metode pengiriman"
"Close","Tutup"
"Closed","Tutup"
"Comma-separated.","Dipisahkan koma."
"Comment","komentar"
"Comment Text","Teks komentar"
"Comments","Komentar"
"Comments History","Sejarah komentar"
"Company","Perusahaan"
"Complete","Lengkap"
"Configure","Konfigurasi"
"Configure and Add to Order","Konfigurasi dan tambahkan ke pesanan"
"Contents","Konten"
"Continue","Lanjut"
"Country","Negara"
"Coupons","Kupon"
"Create","Membuat"
"Create New Customer","Membuat Pelanggan baru"
"Create New Order","Membuat pesanan baru"
"Create New Order Status","Membuat status pesanan baru"
"Create New Order for %s","membuat pesanan baru untuk %s"
"Create New Order for %s in %s","Membuat pesanan baru untuk %s dalam %s"
"Create New Order for New Customer","Membuat pesanan baru untuk Pelanggan baru"
"Create New Order for New Customer in %s","Membuat pesanan baru untuk Pelanggan baru dalam %s"
"Create New Status","membuat status baru"
"Create Packages","Membuat Paket"
"Create Shipment","Membuat pengiriman"
"Create Shipping Label","Membuat Label Pengiriman"
"Create Shipping Label...","Membuat Label Pengiriman..."
"Create new invoice for order","Membuat faktur baru untuk pesanan"
"Create new shipment for order","Membuat pengiriman baru untuk pesanan"
"Create...","Membuat..."
"Created At","Dibuat Pada"
"Created billing agreement #%s.","Membuat persetujuan Tagihan #%s."
"Created:","Dibuat:"
"Credit Memo","Memo Kredit"
"Credit Memo #","Memo Kredit #"
"Credit Memo # ","Memo Kredit #"
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Memo Kredit #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Komentar Memo Kredit Pengirim Email"
"Credit Memo Comment Email Template","Komentar Memo Kredit Kerangka Email"
"Credit Memo Comment Email Template for Guest","Kerangka Email Komentar Kredit Memo  untuk Tamu"
"Credit Memo Comments","Komentar Memo Kredit"
"Credit Memo Email Sender","Pengirim Email Memo Kredit"
"Credit Memo Email Template","Kerangka Email Kredit Memo"
"Credit Memo Email Template for Guest","Kerangka Email Kredit Memo untuk Tamu"
"Credit Memo Update","Perbaruan Memo kredit"
"Credit Memo Update for Guest","Perbaruan memo kredit untuk tamu"
"Credit Memos","Memo Kredit"
"Credit memo has been created automatically","Memo Kredit telah dibuat secara otomatis"
"Creditmemo","Memo Kredit"
"Custom Price","Harga Khusus"
"Custom Value","Nilai Khusus"
"Customer","Pelanggan"
"Customer Can Define Start Date","Pelanggan Bisa Tentukan Tanggal Mulai"
"Customer Email","Email Pelanggan"
"Customer Group","Grup Pelanggan"
"Customer Last Name","Nama Akhir Pelanggan"
"Customer My Account Order Creditmemo View","Pelanggan Pesanan Akun saya Tampilkan Kredit Memo"
"Customer My Account Order History","Sejarah pesanan Pelanggan akun saya"
"Customer My Account Order Invoice View","Tampilan Faktur pesanan Pelanggan akun saya"
"Customer My Account Order Shipment View","Tampilan pengiriman pesanan pelanggan akun saya"
"Customer My Account Order View","Tampilan pesanan Pelanggan akun saya"
"Customer Name","Nama Pelanggan"
"Customer\'s Current Activities","Aktivitas pelanggan saat ini"
"Customs Value","Nilai Khusus"
"Date","Tanggal"
"Date Shipped","Tanggal dikirim"
"Default Status","Status standar"
"Default Template","Template Standar"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo standar, akan digunakan dalam dokumen PDF dan HTML .<br />(jpeg, tiff, png)"
"Delete","Hapus"
"Delete Package","Hapus Paket"
"Denied the payment online.","Tolak pembayaran online."
"Deny Payment","Tolak pembayaran"
"Description Message","Deskripsi Pesan"
"Discount","Diskon"
"Discount (%s)","Diskon (%s)"
"Discount Amount","Nilai Diskon"
"Display Order ID in Header","Tampilkan ID pesan dibagian Header"
"Edit","sunting"
"Edit Order","Sunting pesanan"
"Edit Order #%s","Sunting pesanan #%s"
"Edit Order %s %s Address","Sunting pesanan %s %s Alamat"
"Edit Order Status","Sunting status pesanan"
"Email","Email"
"Email Address","Email Address"
"Email Copy of Credit Memo","Salin Email dari memo kredit"
"Email Copy of Invoice","Salinan Email dari faktur"
"Email Copy of Shipment","Salinan Email dari pengiriman"
"Email Order Confirmation","Konfirmasi Pesanan Email"
"Enable","Aktifkan"
"Enabled","Aktifkan"
"Enter the billing last name and email/ZIP as in the order billing address","Masukan nama penagihan terakhir dan email / ZIP seperti dalam rangka penagihan alamat"
"Entered data is incorrect. Please try again.","Data yang dimasukkan tidak benar. Silakan coba lagi."
"Error to Show in Shopping Cart","error untuk menampilkan Cart belanja"
"Excel XML","Excel XML"
"Excl. Tax","Diluar pajak"
"Expired","Kadaluarsa"
"Explanation","Penjelasan"
"Failed to cancel the billing agreement.","Gagal untuk membatalkan persetujuan tagihan."
"Failed to create billing agreement for this order.","Gagal untuk membuat persetujuan tagihan untuk pesanan ini."
"Failed to finish billing agreement wizard.","Gagal untuk menyelesaikan panduan perjanjian penagihan ""."
"Failed to send the order email.","Gagal untuk mengirim email pesanan."
"Failed to start billing agreement wizard.","Gagal untuk memulai Panduan perjanjian tagihan."
"Failed to update the payment.","Gagal untuk memperbarui pembayaran."
"Failed to update the profile.","Gagal untuk memperbarui profil."
"Failed to void the payment.","Gagal untuk membatalkan pembayaran."
"Fetch","Mengambil"
"File extension not known or unsupported type in the following shipment: %s","Ekstensi file tidak diketahui atau tidak didukung ketik dalam pengiriman berikut: %s"
"Find Order By:","Temukan Order Oleh:"
"First Name","Nama Awal"
"From","Dari"
"From Name","Nama Dari"
"From:","Dari:"
"G.T. (Base)","G.T. (Dasar)"
"G.T. (Purchased)","G.T. (Pembelian)"
"General Information","Informasi umum"
"Get Payment Update","Dapatkan Perbaruan Pembayaran"
"Get Update","Dapatkan Perbaruan"
"Get shipping methods and rates","Dapatkan metode pengiriman dan harga"
"Gift Message","Pesan Hadiah"
"Gift Message for This Order","Pesan hadiah dari pesanan ini"
"Gift Message for the Entire Order","Pesan hadiah dari keseluruhan pesanan"
"Gift Message for this Order","Pesan hadiah dari pesanan ini"
"Gift Options","Pilihan hadiah"
"Girth","Girth"
"Grand Total","Total keseluruhan"
"Grand Total to be Charged","Grand Total yang akan Ditagih"
"Guest","Tamu"
"Height","Tinggi"
"Hold","Tahan"
"Hold action is not available.","Tahan aksi tidak tersedia."
"Hold order","Tahan Pesanan"
"ID","ID"
"ID #","ID #"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s""","IPN ""Dikembalikan"". Pembayaran Kembali yang dikeluarkan oleh pedagang. Terdaftar pemberitahuan tentang jumlah uang yang dikembalikan dari %s.ID transaksi: ""%s"""
"If empty, the default description above will be used.","Jika kosong, deskripsi standar di atas akan digunakan."
"If empty, the default error above will be used.","Jika kosong, error standar di atas akan digunakan."
"If the invoice was created offline, try creating an offline creditmemo.","Jika faktur itu dibuat offline, mencoba menciptakan memo kredit secara Offline."
"Incl. Tax","Termasuk pajak"
"Information","Informasi"
"Initial Fee","Biaya Awal"
"Initial Fees","Biaya Awal"
"Initial period payment","Pembayaran Periode Awal"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Kurangnya informasi untuk membuat label pengiriman. Harap verifikasi Informasi toko dan Pengaturan Pengiriman."
"Invalid block: %s.","Blok tidak Valid: %s."
"Invalid carrier specified.","Pengangkut tertentu tidak valid."
"Invalid draw line data. Please define ""lines"" array.","Data garis gambar tidak berlaku.  Silahkan mendefinisikan "" garis "" array."
"Invalid entity model","Model entitas tidak berlaku"
"Invalid item option format.","Format opsi barang tidak berlaku."
"Invalid qty to invoice item ""%s""","Kuantitas tidak valid untuk item invoice ""%s"""
"Invalid qty to refund item ""%s""","Kuantitas tidak valid untuk item pengembalian""%s"""
"Invalid qty to ship for item ""%s""","Kuantitas tidak valid pada pengiriman untuk item ""%s"""
"Invalid renderer model","Model penyaji tidak berlaku"
"Invalid request for adding product to quote.","Permintaan tidak valid untuk menambahkan produk untuk penawaran."
"Invoice","Faktur"
"Invoice #","Faktur #"
"Invoice # ","Faktur # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Invoice #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Faktur #%s"
"Invoice Comment Email Sender","Komentar Faktur Pengirim Email"
"Invoice Comment Email Template","Komentar Faktur Kerangka Email"
"Invoice Comment Email Template for Guest","Kerangka Email komentar faktur untuk tamu"
"Invoice Comments","Komentar faktur"
"Invoice Date","Tanggal Faktur"
"Invoice Email Sender","Pengirim faktur Email"
"Invoice Email Template","Kerangka Faktur Email"
"Invoice Email Template for Guest","Kerangka Email Faktur Untuk Tamu"
"Invoice Update","Perbaruan faktur"
"Invoice Update for Guest","perbaruan faktur untuk tamu"
"Invoice and Packing Slip Design","Desain bukti pengepakan dan faktur"
"Invoice and Ship","Invoice and Ship"
"Invoice canceling problem.","Masalah pembatalan invoice."
"Invoice cannot be canceled.","Invoice tidak bisa dibatalkan."
"Invoice cannot be captured.","Invoice tidak bisa diambil."
"Invoice cannot be voided.","Invoice tidak bisa dibatalkan."
"Invoice capturing problem.","Invoice mengambil masalah."
"Invoice void problem","Masalah pembatalan faktur"
"Invoice will be created without communication with payment gateway.","Faktur akan dibuat tanpa berkomunikasi dengan gateway pembayaran."
"Invoiced","Ada Faktur nya"
"Invoices","Faktur"
"Is Closed","Di tutup"
"Item","Barang"
"Item Status","Status Barang"
"Item object is not specified.","Objek barang tidak ditentukan."
"Item options declaration error.","Barang pilihan deklarasi yang error."
"Item ordered qty","Kuantitas pesanan barang"
"Item qty declaration error.","Pernyataan error kuantitas barang."
"Items","Barang"
"Items Invoiced","Barang berfaktur"
"Items Ordered","Barang dipesan"
"Items Refunded","Barang dikembalikan"
"Items Shipped","Barang terkirim"
"Items in the Package","Item pada paket"
"Items maximum quantity or price do not allow checkout.","Kuantitas maksimum barang atau harga tidak diijinkan di checkout."
"Items options declaration error.","Pilihan barang dinyatakan error."
"Items to Refund","Barang untuk dikembalikan"
"Items to Ship","Barang untuk dikirim"
"Key","Kunci"
"Last Name","Nama Akhir"
"Last Ordered Items","Barang yang terakhir dipesan"
"Last status can\'t be unassigned from state.","Status terakhir tidak dapat/dapat ditugaskan dari negara."
"Length","Length"
"Link to the New Order","Tautan untuk pesanan baru"
"Link to the Previous Order","Tautan untuk pesanan sebelum nya"
"Logo for HTML Print View","Logo untuk Tampilan cetak HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo  hanya untuk dokumen HTML . Jika kosong, logo standar akan digunakan.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo for PDF Print-outs (200x50)"
"Make Check payable to:","Buat Check pembayaran ke:"
"Manage","Atur"
"Maximum shipping amount allowed to refund is: %s","jumlah Maksimum pengiriman diperbolehkan untuk pengembalian dana: %s"
"Message","Pesan"
"Message:","Pesan:"
"Minimum Amount","Jumlah Minimum"
"Minimum Order Amount","Jumlah Order Minimum"
"Mixed","Campur"
"Move to Shopping Cart","Pindahkan ke Cart belanja"
"Move to Wishlist","Pindahkan ke daftar yang di inginkan"
"Multi-address Description Message","Pesan Deskripsi Multi-alamat"
"Multi-address Error to Show in Shopping Cart","Multi-alamat Error untuk ditampilkan dalam Cart belanja"
"My Orders","Pesanan Saya"
"My Orders - Details","Pesanan Saya - Detail"
"N/A","N/A"
"Name","Nama"
"New","Baru"
"New Billing Agreement","Persetujuan Pembayaran Baru"
"New Credit Memo","Memo Kredit Baru"
"New Credit Memo for Guest","Memo kredit baru untuk tamu"
"New Invoice","Faktur Baru"
"New Invoice and Shipment for Order #%s","Invoice baru dan pengiriman untuk Order #%s"
"New Invoice for Guest","Faktur baru untuk tamu"
"New Invoice for Order #%s","Invoice baru untuk Order #%s"
"New Order","Pesanan baru"
"New Order Confirmation Email Sender","Pengirim Email Konfirmasi Pesanan Baru"
"New Order Confirmation Template","Kerangka Konfirmasi Pesanan Baru"
"New Order Confirmation Template for Guest","Kerangka konfirmasi pesanan baru untuk tamu"
"New Order RSS","RSS Pesanan Baru"
"New Order Status","Status Pesanan Baru"
"New Order for Guest","Pesanan Baru untuk Tamu"
"New Shipment","Pengiriman Baru"
"New Shipment for Guest","Pesanan Baru untuk tamu"
"New Shipment for Order #%s","Pengiriman baru untuk Order #%s"
"Newsletter Subscription","Pendaftaran Surat"
"No","Tidak"
"No Items","Tidak ada barang"
"No Items To Refund","Tidak ada barang untuk dikembalikan"
"No Payment Methods","Tidak ada Metode Pembayaran"
"No detail for number ""%s""","Tidak ada deatil untuk jumlah ""%s"""
"No information available.","Tidak tersedia informasi."
"No items","Tidak ada barang"
"No order(s) were put on hold.","Tidak ada order ditunda."
"No order(s) were released from holding status.","Tidak ada Order yang dibebaskan dari Status holding."
"No ordered items","Tidak ada barang yang dipesan"
"No shipping information available","Tidak tersedian informasi pengiriman"
"Nominal Items","Nominal Item"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Item nominal dapat dibeli hanya berdiri sendiri. Untuk melanjutkan silakan hapus item lainnya dari kutipan."
"Nominal order registered.","Nominal order terdaftar."
"Not Capture","Tidak diambil"
"Not Initialized","Tidak terinisialisasi"
"Not Notified","Tidak ternotifikasi"
"Not enough valid data to save the parent transaction ID.","Tidak cukup data yang valid untuk menyimpan ID transaksi induk."
"Notification Not Applicable","Pemberitahuan Tidak Berlaku"
"Notified","Ternotifikasi"
"Notify Customer by Email","Notifikasi pelanggan oleh email"
"Number","Jumlah"
"Number of Invoiced Orders","Jumlah dari pesanan Faktur"
"Number of Orders","Jumlah pesanan"
"Number of Refunded Orders","Jumlah dari pesanan yang dikembalikan"
"OK","OK"
"Offline Refunded","Pengembalian Offline"
"On Hold","Di tahan"
"Online Refunded","Pengembalian online"
"Order","Pesanan"
"Order #","Pesanan #"
"Order # ","Pesanan # "
"Order # %s","Pesanan # %s"
"Order # %s %s | %s","Pesanan # %s %s | %s"
"Order #%s","Pesanan #%s"
"Order #%s - %s","Pesanan#%s - %s"
"Order API","Pesanan API"
"Order Address Information","Informasi Alamat pesanan"
"Order Comment","Komentar pesanan"
"Order Comment Email Sender","Komentar pesanan Email pengirim"
"Order Comment Email Template","komentar pesanan kerangka email"
"Order Comment Email Template for Guest","Kerangka email komentar pesanan untuk tamu"
"Order Comments","Komentar Pesanan"
"Order Credit Memos","Memo kredit pesanan"
"Order Currency:","Mata Uang Pesanan:"
"Order Date","Tanggal Pesanan"
"Order Date (%s)","Tanggal Pesanan (%s)"
"Order Date: ","Tanggal pesanan: "
"Order Date: %s","Tanggal pesanan: %s"
"Order Details","Detil pesanan"
"Order Grand Total","Jumlah Total Pesanan"
"Order History","sejarah Pesanan"
"Order History Info","Info sejarah pesanan"
"Order ID","ID pesanan"
"Order Information","Informasi pesanan"
"Order Invoices","faktur pesanan"
"Order Shipments","Pengiriman Pesanan"
"Order State","Keadaan pesanan"
"Order Status","Status Pesanan"
"Order Status Information","informasi status pesanan"
"Order Statuses","Status pesanan"
"Order Subtotal","Subtotal pesanan"
"Order Taxes Report Grouped by Tax Rates","Laporan Pajak pesanan dikelompokan oleh tarif pajak"
"Order Total","Total pesanan"
"Order Totals","Total pesanan"
"Order Update","Perbaruan Pesanan"
"Order Update for Guest","Perbaruan pesanan untuk tamu"
"Order View","Tampilan Pesanan"
"Order does not allow to be canceled.","Pesanan tidak memungkinkan untuk dibatalkan."
"Order invoice","Faktur pesanan"
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Order ditangguhkan sebagaimana jumlah pengambilan nya %s dicurigai sebagai penipuan ""."
"Order object is not specified.","Objek pesanan tidak ditentukan."
"Order saving error: %s","Penyimpanan pesanan error: %s"
"Order shipments","Pengiriman pesanan"
"Order status does not exist.","Status pesanan tidak ada"
"Order status with the same status code already exist.","Status pesanan dengan kode status yang sama telah ada."
"Order was placed using %s","Pesanan ditempatkan menggunakan %s"
"Ordered","Dipesan"
"Ordered amount of %s.","Jumlah yang dipesan dari %s."
"Ordering amount of %s is pending approval on gateway.","Jumlah pemesanan dari %s adalah menunggu persetujuan pada gateway ""."
"Orders","Pesanan"
"Orders and Returns","Order dan Pengembalian"
"Orders and Returns Search Form","Form pencarian Order dan Pengembalian"
"Original Price","Harga Asli"
"Original order item that recurring payment profile correspondss to.","Barang pesanan asli yang ada dalam profil pembayaran berkala sesuai dengan."
"PDF Credit Memos","Kredit memo PDF"
"PDF Invoices","Faktur PDF"
"PDF Packingslips","Slip Paket PDF"
"PDF Print-outs","Cetak PDF"
"PDF object is not specified.","Objek PDF tidak ditentukan."
"PDF page object is not specified.","Objek halaman PDF tidak ditentukan."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF total model harus memperluas Mage_Sales_Model_Order_Pdf_Total_Default"
"Package","Paket"
"Packages","Paket"
"Packingslip # ","Slip paket #"
"Paid","Terbayar"
"Paid Amount","Nilai Terbayar"
"Parent Transaction ID","Transaksi ID orangtua"
"Parent transaction ID must have a transaction ID.","transaksi ID orangtua harus memiliki transaksi ID."
"Partial","Sebagian"
"Payment Failed","Pembayaran Gagal"
"Payment Information","Informasi Pembayaran"
"Payment Method","Metode Pembayaran"
"Payment Method Name","Nama Metode Pembayaran"
"Payment Method:","Cara Pembayaran:"
"Payment Review","Review Pembayaran"
"Payment disallow storing objects.","Pembayaran menyimpan objek tidak mengizinkan."
"Payment transactions disallow storing objects.","Pembayaran transaksi menyimpan benda tidak mengizinkan."
"Payment type","Tipe Pembayaran"
"Payment update has been made.","pembaruan Pembayaran telah dibuat."
"Pending","Tunda"
"Pending Payment","Pembayaran tunda"
"Period","Periode"
"Place Order Using Billing Agreements","Menempatkan pesanan Menggunakan Kesepakatan Penagihan"
"Placed from IP","Penempatan dari IP"
"Please Select Products to Add","Silahkan Pilih Produk untuk di Tambah"
"Please Select a Customer","Silakan Pilih Pelanggan"
"Please Select a Store","Silkan pilih toko"
"Please define PDF object before using.","Silakan tentukan obejek PDF sebelum menggunakan."
"Please enter positive number in this field.","Silakan masukkan angka positif dibidang ini."
"Please specify a valid grid column alias name that exists in grid table.","Silakan tentukan nama kolom kotak yang valid alias yang ada di meja kotak."
"Price","Harga"
"Print","Cetak"
"Print All","Cetak Semua"
"Print All Invoices","Cetak Semua Invoice"
"Print All Refunds","Cetak Semua Pengembalian"
"Print All Shipments","Cetak Semua Pengiriman"
"Print Credit Memos","Cetak Memo Kredit"
"Print Invoice","Cetak Faktur"
"Print Invoices","Cetak faktur"
"Print Order","Cetak pesanan"
"Print Order # %s","cetak pesanan # %s"
"Print Packingslips","Cetak Slip Paket"
"Print Refund","Cetak Pengembalian"
"Print Shipment","Cetak Pengiriman"
"Print Shipping Label","Cetak Shipping Label"
"Print Shipping Labels","Cetak Shipping Label"
"Processing","Memproses"
"Product","Produk"
"Product Name","Nama Produk"
"Products","Produk"
"Products Bestsellers Report","Laporan Produk Terlaris"
"Products in Comparison List","Produk dalam daftar perbandingan"
"Products should be added to package(s)","Produk harus ditambahkan ke paket"
"Profile #%s","Profil #%s"
"Profile Information","Informasi Profil"
"Profile State","Profil Negara"
"Profit","Profit"
"Promotion Coupons Usage Report","Laporan penggunaan kupon promosi"
"Proper payment object must be set.","Objek Pembayaran Proper harus di atur."
"Purchase Order Number:","Jumlah Order Pembelian:"
"Purchased From","Dibeli Dari"
"Purchased From (Store)","Dibeli dari (Toko)"
"Purchased Item","Item pembelian"
"Purchased On","Dipeli Pada"
"Qty","Kuantitas"
"Qty Invoiced","Kuantitas Difakturkan"
"Qty Ordered","Kuantitas Dipesan"
"Qty Shipped","Kuantitas Dikirim"
"Qty To Add","Kuantitas untuk Ditambahkan"
"Qty to Add","Qty to Add"
"Qty to Invoice","Kuantitas untuk Faktur"
"Qty to Refund","kuantitas untuk dikembalikan"
"Qty to Ship","Kuantitas untuk dikirim"
"Quantity Ordered","Kuantitas dipesan"
"Quote item id is not received.","Penawaran id barang tidak diterima ""."
"Quote item is not loaded.","Penawaran Barang tidak dimasukan."
"Rate","Tingkat"
"Recent Orders","Pesanan saat ini"
"Recently Compared Products","Produk pembanding saat ini"
"Recently Viewed","Baru ditampilkan"
"Recently Viewed Products","Produk baru saja ditampilkan"
"Recurring Profile # %s","Profil berulang # %s"
"Recurring Profile Initial Fee","Biaya awal profil berulang"
"Recurring Profiles","Profil berulang"
"Recurring Profiles (beta)","Profil berulang(beta)"
"Reference ID","Referensi ID"
"Reference ID:","Referensi ID:"
"Refresh","perbarui"
"Refund","Pengembalian"
"Refund #","Pengembalian #"
"Refund #%s","Pengembalian #%s"
"Refund Amount","Nilai Pengembalian"
"Refund Offline","Pengembalian Offline"
"Refund Shipping","pengembalian pengiriman"
"Refund Shipping (Excl. Tax)","Pengiriman Pengembalian (Diluar Pajak)"
"Refund Shipping (Incl. Tax)","Pengembalian Pembayaran (Termasuk Pajak)"
"Refund Totals","Pengembalian Total"
"Refunded","Dikembalikan"
"Refunded amount of %s offline.","Jumlah pengembalian dari %s offline."
"Refunded amount of %s online.","Jumlah pengembalian dari %s online."
"Refunds","pengembalian"
"Registered a Void notification.","Mendaftarkan sebuah notifikasi tidak berlaku"
"Registered notification about approved payment.","Notifikasi terdaftar tentang persetujuan pembayaran."
